,challenge,sample,similarity
331,2.0,91.0,0.8527581643394875
442,3.0,82.0,0.7780951882763395
585,4.0,105.0,0.7680843812606737
449,3.0,89.0,0.7491670970810417
317,2.0,77.0,0.73551654660289
412,3.0,52.0,0.7326455046736132
114,0.0,114.0,0.7175107235027349
314,2.0,74.0,0.7160513957155901
441,3.0,81.0,0.7153719023745911
119,0.0,119.0,0.7110446275378346
116,0.0,116.0,0.7106428916670039
493,4.0,13.0,0.7044896648467404
106,0.0,106.0,0.700476330723533
443,3.0,83.0,0.6941194352465154
440,3.0,80.0,0.6927779604529469
102,0.0,102.0,0.6836606718593964
276,2.0,36.0,0.675567987449632
569,4.0,89.0,0.6628920037293747
81,0.0,81.0,0.6617120936931998
375,3.0,15.0,0.657472824149633
330,2.0,90.0,0.6358827493107999
452,3.0,92.0,0.6356405997062847
332,2.0,92.0,0.634794677786792
236,1.0,116.0,0.6241539244623426
270,2.0,30.0,0.6214803622389933
414,3.0,54.0,0.6212353082899583
415,3.0,55.0,0.6194425092437358
86,0.0,86.0,0.6185806160979888
462,3.0,102.0,0.6185195276983766
474,3.0,114.0,0.6155259457333839
318,2.0,78.0,0.6082392734246352
4,0.0,4.0,0.6075410138387354
334,2.0,94.0,0.6067916315071423
15,0.0,15.0,0.6065281557846326
222,1.0,102.0,0.606242488624009
336,2.0,96.0,0.6037849151949959
447,3.0,87.0,0.6034277168364754
1,0.0,1.0,0.6032280253906567
364,3.0,4.0,0.601220678318304
226,1.0,106.0,0.6006111780885621
278,2.0,38.0,0.5992010673732058
333,2.0,93.0,0.5972122099025613
103,0.0,103.0,0.5959139241263998
371,3.0,11.0,0.5943110573470567
234,1.0,114.0,0.5912390077422832
117,0.0,117.0,0.5907357479092497
417,3.0,57.0,0.5896782396016086
337,2.0,97.0,0.5896771811494157
277,2.0,37.0,0.5856684956094623
468,3.0,108.0,0.5853361658064488
14,0.0,14.0,0.5839252479116215
18,0.0,18.0,0.5831160821763723
118,0.0,118.0,0.5830170589882848
322,2.0,82.0,0.5820830290378338
562,4.0,82.0,0.5819402759581231
446,3.0,86.0,0.5808405543104364
339,2.0,99.0,0.579915364323021
479,3.0,119.0,0.5793680835497282
439,3.0,79.0,0.5755182675350636
11,0.0,11.0,0.573232342496357
563,4.0,83.0,0.5719595068162255
20,0.0,20.0,0.5712711280389866
112,0.0,112.0,0.5711374258161287
109,0.0,109.0,0.5675377997409325
466,3.0,106.0,0.5641132575808665
55,0.0,55.0,0.5635180913279454
83,0.0,83.0,0.5624452315359415
475,3.0,115.0,0.5616822398580522
495,4.0,15.0,0.5613876935491284
115,0.0,115.0,0.5607505747288685
460,3.0,100.0,0.5588532634958773
239,1.0,119.0,0.5588115349176948
419,3.0,59.0,0.5578944018941306
470,3.0,110.0,0.5563069462838607
82,0.0,82.0,0.555798133278174
110,0.0,110.0,0.5538328442042996
372,3.0,12.0,0.5513427932020583
87,0.0,87.0,0.5512955141673886
378,3.0,18.0,0.5509021302693813
361,3.0,1.0,0.5490537897880667
54,0.0,54.0,0.5481234655745103
80,0.0,80.0,0.5480314576706179
201,1.0,81.0,0.5479403233891741
287,2.0,47.0,0.5471495287526762
450,3.0,90.0,0.5465247894850768
560,4.0,80.0,0.5464203334857154
476,3.0,116.0,0.5453497348719238
409,3.0,49.0,0.544682045163035
453,3.0,93.0,0.5443618386013503
418,3.0,58.0,0.5428352191696423
111,0.0,111.0,0.542063792309768
101,0.0,101.0,0.5420029160346903
113,0.0,113.0,0.5416462059412421
232,1.0,112.0,0.5413936440978213
435,3.0,75.0,0.5398627101968237
313,2.0,73.0,0.5395591834815333
237,1.0,117.0,0.5384506972942356
463,3.0,103.0,0.5383874884549085
513,4.0,33.0,0.5372482665683993
238,1.0,118.0,0.5339659632607023
311,2.0,71.0,0.5315955342672317
367,3.0,7.0,0.5299200714089461
477,3.0,117.0,0.5297270529842093
461,3.0,101.0,0.5288604971366997
431,3.0,71.0,0.5268910297996452
108,0.0,108.0,0.5268499982757425
445,3.0,85.0,0.5263346738576827
12,0.0,12.0,0.5263147490369201
561,4.0,81.0,0.5249433820892272
8,0.0,8.0,0.5242474695268748
465,3.0,105.0,0.5237457639540183
312,2.0,72.0,0.5235934733769473
567,4.0,87.0,0.5223293682564228
484,4.0,4.0,0.5219466748476419
89,0.0,89.0,0.5219416168967321
438,3.0,78.0,0.5218266384224872
523,4.0,43.0,0.5214152811706386
478,3.0,118.0,0.5209863086296522
107,0.0,107.0,0.5209437761252892
104,0.0,104.0,0.5203092126294657
575,4.0,95.0,0.5183999946065415
430,3.0,70.0,0.5182692257882058
283,2.0,43.0,0.5178957818014716
17,0.0,17.0,0.5168370896653718
7,0.0,7.0,0.5163663548997065
223,1.0,103.0,0.5153627599646963
228,1.0,108.0,0.5122250671190282
456,3.0,96.0,0.5119278664710449
251,2.0,11.0,0.5109021978023828
315,2.0,75.0,0.5107859485952384
3,0.0,3.0,0.5101834588412816
428,3.0,68.0,0.5084796920830678
433,3.0,73.0,0.5074260125258516
206,1.0,86.0,0.5070635773403982
410,3.0,50.0,0.5060295445830048
230,1.0,110.0,0.5053598386864442
532,4.0,52.0,0.5044660284853532
405,3.0,45.0,0.5033834149215143
56,0.0,56.0,0.5029540412809502
380,3.0,20.0,0.5029018180949316
207,1.0,87.0,0.5027891292210549
467,3.0,107.0,0.5022702470442159
285,2.0,45.0,0.501677841708685
241,2.0,1.0,0.5012096697464128
473,3.0,113.0,0.5009871711265487
100,0.0,100.0,0.5006846769981309
508,4.0,28.0,0.5002949687618967
374,3.0,14.0,0.49916601082208323
274,2.0,34.0,0.49838325767578806
19,0.0,19.0,0.4980059048735773
521,4.0,41.0,0.49763850803577325
59,0.0,59.0,0.497607829378091
268,2.0,28.0,0.49714059378674746
140,1.0,20.0,0.49542926678417565
432,3.0,72.0,0.49439157468976247
424,3.0,64.0,0.49262899391968495
498,4.0,18.0,0.49229267120529063
491,4.0,11.0,0.4915982227064617
209,1.0,89.0,0.4898417532905033
22,0.0,22.0,0.48978999980695437
252,2.0,12.0,0.4897028831579664
289,2.0,49.0,0.4889079380340029
564,4.0,84.0,0.4884279212593976
284,2.0,44.0,0.4884235523856133
390,3.0,30.0,0.48788571361012645
244,2.0,4.0,0.4873842368834429
471,3.0,111.0,0.4862216172884506
139,1.0,19.0,0.4853517686404252
124,1.0,4.0,0.483530866552361
269,2.0,29.0,0.48244111430192005
23,0.0,23.0,0.48088189589649466
388,3.0,28.0,0.4808532051778943
377,3.0,17.0,0.48052323823330445
121,1.0,1.0,0.480343665410926
319,2.0,79.0,0.4796622062709863
404,3.0,44.0,0.4779309754043799
566,4.0,86.0,0.47730513179482137
368,3.0,8.0,0.4760293137775242
265,2.0,25.0,0.47543219709385376
408,3.0,48.0,0.4741888437520797
381,3.0,21.0,0.4741730616853821
402,3.0,42.0,0.47398840479792814
272,2.0,32.0,0.4738292320618902
448,3.0,88.0,0.473306268332117
258,2.0,18.0,0.4727532537728495
393,3.0,33.0,0.4723366031971914
50,0.0,50.0,0.4719765370553508
279,2.0,39.0,0.47136899777563235
273,2.0,33.0,0.47061801841880324
310,2.0,70.0,0.47006059927404564
399,3.0,39.0,0.46990938736726773
79,0.0,79.0,0.46988168709234257
434,3.0,74.0,0.4686844609664267
288,2.0,48.0,0.46857370757446404
494,4.0,14.0,0.468573052202793
529,4.0,49.0,0.4685074708726671
134,1.0,14.0,0.46849846537606066
260,2.0,20.0,0.46843374670839144
271,2.0,31.0,0.4678533352428955
78,0.0,78.0,0.46773490682249275
88,0.0,88.0,0.4674909687623805
254,2.0,14.0,0.46737947070411323
524,4.0,44.0,0.4669663492654863
392,3.0,32.0,0.46662734432120856
492,4.0,12.0,0.46652170522722125
203,1.0,83.0,0.46570733438120104
480,4.0,0.0,0.46545470563700775
325,2.0,85.0,0.46365775019208133
202,1.0,82.0,0.4628723121230167
363,3.0,3.0,0.46216731330756744
70,0.0,70.0,0.46215158155554414
131,1.0,11.0,0.4618631373702171
400,3.0,40.0,0.4618512341551204
177,1.0,57.0,0.4610692752844847
280,2.0,40.0,0.4605398981430917
323,2.0,83.0,0.45998628101912065
481,4.0,1.0,0.45990829993119053
472,3.0,112.0,0.4597164752676116
387,3.0,27.0,0.4593791057848149
512,4.0,32.0,0.4592005914628222
396,3.0,36.0,0.45848307690264034
32,0.0,32.0,0.45803316992652643
464,3.0,104.0,0.4575959923343622
200,1.0,80.0,0.45687753755129734
403,3.0,43.0,0.45685103442868624
247,2.0,7.0,0.4559616192649778
572,4.0,92.0,0.45550962092792235
487,4.0,7.0,0.4544491564501405
303,2.0,63.0,0.45430715363507157
128,1.0,8.0,0.4538067848261059
49,0.0,49.0,0.45324572106250727
71,0.0,71.0,0.453237059337967
320,2.0,80.0,0.45295024711295173
525,4.0,45.0,0.4524605726854376
281,2.0,41.0,0.45184284628214066
395,3.0,35.0,0.45139679936507227
243,2.0,3.0,0.45127524282706744
444,3.0,84.0,0.45079616343433826
391,3.0,31.0,0.4506726362890594
85,0.0,85.0,0.45056583483374
321,2.0,81.0,0.45048684451841314
406,3.0,46.0,0.44972071752024156
384,3.0,24.0,0.44926891778119427
407,3.0,47.0,0.448822327250449
286,2.0,46.0,0.44826273790537385
267,2.0,27.0,0.44808431639687407
385,3.0,25.0,0.4478902641239859
511,4.0,31.0,0.44759955108396277
427,3.0,67.0,0.447435663302884
519,4.0,39.0,0.44673157333193725
45,0.0,45.0,0.4466868234557959
329,2.0,89.0,0.4455376243219771
538,4.0,58.0,0.4454714935670979
266,2.0,26.0,0.445367494193882
275,2.0,35.0,0.4452272217414459
0,0.0,0.0,0.44405825580854397
282,2.0,42.0,0.44215736234319425
75,0.0,75.0,0.4420364558079577
451,3.0,91.0,0.4417602930907836
397,3.0,37.0,0.441537390425531
429,3.0,69.0,0.4403697865411751
138,1.0,18.0,0.4402728769847888
398,3.0,38.0,0.43820882175967923
48,0.0,48.0,0.43624123333857123
16,0.0,16.0,0.4356790793999511
264,2.0,24.0,0.43462074158155595
454,3.0,94.0,0.4337652621684396
255,2.0,15.0,0.43328520578521434
483,4.0,3.0,0.4321170415914668
573,4.0,93.0,0.43153420859592073
520,4.0,40.0,0.43149061672939804
338,2.0,98.0,0.43123066530968623
6,0.0,6.0,0.4304633602444259
68,0.0,68.0,0.4304071759807866
425,3.0,65.0,0.4289759952680898
386,3.0,26.0,0.42652284535692386
96,0.0,96.0,0.4264908697860249
92,0.0,92.0,0.4263376784680941
516,4.0,36.0,0.4262701545872558
31,0.0,31.0,0.4255044841789801
142,1.0,22.0,0.4250636888048719
437,3.0,77.0,0.42437872630691154
401,3.0,41.0,0.423897157367888
24,0.0,24.0,0.42328797963507636
52,0.0,52.0,0.4231581494031431
10,0.0,10.0,0.4218523609111564
73,0.0,73.0,0.42122124286899987
44,0.0,44.0,0.42116655313026197
500,4.0,20.0,0.4206304793702731
537,4.0,57.0,0.4198895660463131
469,3.0,109.0,0.41959585993572457
327,2.0,87.0,0.41952078143100024
229,1.0,109.0,0.41886607868007475
497,4.0,17.0,0.41747007138882863
522,4.0,42.0,0.4173446048112448
39,0.0,39.0,0.4169155801799873
376,3.0,16.0,0.4164287587629574
72,0.0,72.0,0.41566980463312153
382,3.0,22.0,0.4154253776631871
383,3.0,23.0,0.4148220182608504
137,1.0,17.0,0.41465091715398383
42,0.0,42.0,0.413885559163056
248,2.0,8.0,0.41337501166009627
132,1.0,12.0,0.41295144562435415
379,3.0,19.0,0.41290935379476745
459,3.0,99.0,0.4126267373280571
421,3.0,61.0,0.41243395033728425
135,1.0,15.0,0.4119438365472363
240,2.0,0.0,0.41103594457948944
30,0.0,30.0,0.41001457473134173
246,2.0,6.0,0.4094344408119135
426,3.0,66.0,0.4093663389474511
127,1.0,7.0,0.4090498676596275
47,0.0,47.0,0.4089500178909966
9,0.0,9.0,0.4088954635466726
506,4.0,26.0,0.40836902678949116
457,3.0,97.0,0.40802434239422647
64,0.0,64.0,0.40762115439911917
212,1.0,92.0,0.4069931758007842
598,4.0,118.0,0.40688301780570213
27,0.0,27.0,0.40682749031035104
413,3.0,53.0,0.4066890239505814
143,1.0,23.0,0.40640420842160796
366,3.0,6.0,0.4061676445295661
21,0.0,21.0,0.40526503173270156
28,0.0,28.0,0.40509600785402644
257,2.0,17.0,0.40453916829737513
84,0.0,84.0,0.4041297039396097
25,0.0,25.0,0.4040883713795774
570,4.0,90.0,0.40391537882457906
33,0.0,33.0,0.40274561520200813
295,2.0,55.0,0.4024430925003897
5,0.0,5.0,0.40222981308905026
220,1.0,100.0,0.4021664452978333
539,4.0,59.0,0.4006412336760783
35,0.0,35.0,0.4001610934569618
40,0.0,40.0,0.3996067795700434
548,4.0,68.0,0.39886054206953103
389,3.0,29.0,0.39682908478677037
373,3.0,13.0,0.39644576500587436
231,1.0,111.0,0.39542745324117157
172,1.0,52.0,0.395354767258256
261,2.0,21.0,0.395253771160609
46,0.0,46.0,0.3950989719117879
105,0.0,105.0,0.3950957153723974
394,3.0,34.0,0.3941986213111366
43,0.0,43.0,0.3933594697404692
416,3.0,56.0,0.3929673711162691
360,3.0,0.0,0.3922125869993638
507,4.0,27.0,0.392156304334506
342,2.0,102.0,0.3920443863346027
505,4.0,25.0,0.3917757762723124
346,2.0,106.0,0.3908040943574804
36,0.0,36.0,0.39043048913103506
528,4.0,48.0,0.39031084710652497
250,2.0,10.0,0.38985239392376747
365,3.0,5.0,0.38811966389671304
227,1.0,107.0,0.38805996738521276
123,1.0,3.0,0.38782001551493406
527,4.0,47.0,0.38758906220865885
208,1.0,88.0,0.38755767505960437
354,2.0,114.0,0.3869068405250189
256,2.0,16.0,0.3862813121002048
292,2.0,52.0,0.385995720586906
169,1.0,49.0,0.3858279363539262
249,2.0,9.0,0.3851898215977356
235,1.0,115.0,0.3848300968692895
594,4.0,114.0,0.38448734512933513
259,2.0,19.0,0.38285345863052944
37,0.0,37.0,0.38250457775402746
486,4.0,6.0,0.382301188367568
324,2.0,84.0,0.3817899456985885
544,4.0,64.0,0.3809513496403856
515,4.0,35.0,0.3808887544265884
582,4.0,102.0,0.3797252327569425
565,4.0,85.0,0.379236017322637
304,2.0,64.0,0.37918381383951527
74,0.0,74.0,0.3783826938506678
174,1.0,54.0,0.3782358607268359
262,2.0,22.0,0.3767671418277856
13,0.0,13.0,0.3757394438960968
534,4.0,54.0,0.37572070767799737
411,3.0,51.0,0.3743701843552525
352,2.0,112.0,0.37419167630438754
517,4.0,37.0,0.37401142205199067
370,3.0,10.0,0.3731259261920612
369,3.0,9.0,0.37221099227654464
69,0.0,69.0,0.37189087939739174
90,0.0,90.0,0.37011967924882994
535,4.0,55.0,0.3690958156032167
263,2.0,23.0,0.368277793411963
488,4.0,8.0,0.3674189738747584
26,0.0,26.0,0.36665973311664235
558,4.0,78.0,0.36658455506432785
66,0.0,66.0,0.3662492769515131
302,2.0,62.0,0.36609379833506694
326,2.0,86.0,0.3652334328812945
93,0.0,93.0,0.36438837490624
34,0.0,34.0,0.3639718690858982
568,4.0,88.0,0.3639482397506393
57,0.0,57.0,0.36366604441465333
555,4.0,75.0,0.36227463701019547
308,2.0,68.0,0.3620262076729981
559,4.0,79.0,0.361725339000746
38,0.0,38.0,0.36141134041093326
356,2.0,116.0,0.36100154749133606
233,1.0,113.0,0.36095312828214543
501,4.0,21.0,0.36011815612151166
225,1.0,105.0,0.3600718004755046
245,2.0,5.0,0.359377569460708
53,0.0,53.0,0.3592461175775181
510,4.0,30.0,0.35806797413950364
586,4.0,106.0,0.3572782264440063
597,4.0,117.0,0.3538877892956793
184,1.0,64.0,0.35349833626170934
504,4.0,24.0,0.35300537355385164
343,2.0,103.0,0.3527395034434355
420,3.0,60.0,0.3516745046876846
170,1.0,50.0,0.3503796319158041
41,0.0,41.0,0.34879057975004435
328,2.0,88.0,0.3484922046050303
188,1.0,68.0,0.347825149193442
496,4.0,16.0,0.3477478144375228
29,0.0,29.0,0.34686141010892757
422,3.0,62.0,0.3467069034058057
221,1.0,101.0,0.34637987003247683
580,4.0,100.0,0.34543393897824126
344,2.0,104.0,0.3450506692870168
294,2.0,54.0,0.344490266143317
165,1.0,45.0,0.344454160782645
224,1.0,104.0,0.344367748542713
485,4.0,5.0,0.3429459690075025
518,4.0,38.0,0.3429015370393448
205,1.0,85.0,0.3415181508242573
253,2.0,13.0,0.34133092890852823
596,4.0,116.0,0.34119430308523113
574,4.0,94.0,0.3396651198152125
584,4.0,104.0,0.3396533252944981
599,4.0,119.0,0.3395538760279545
150,1.0,30.0,0.33949099588696874
175,1.0,55.0,0.3391177850423588
77,0.0,77.0,0.3384976291590369
550,4.0,70.0,0.33730979085299706
551,4.0,71.0,0.33604591675596973
583,4.0,103.0,0.33591393749426923
65,0.0,65.0,0.3345255372865903
348,2.0,108.0,0.3344503908826191
503,4.0,23.0,0.33352210950423933
340,2.0,100.0,0.3328036347549854
166,1.0,46.0,0.3318825981367799
509,4.0,29.0,0.3317855641395313
126,1.0,6.0,0.33129860061790506
490,4.0,10.0,0.3311525226191212
164,1.0,44.0,0.33077674061817697
168,1.0,48.0,0.33076258651124313
51,0.0,51.0,0.33028216463797033
590,4.0,110.0,0.328810366449906
502,4.0,22.0,0.32802094882540667
91,0.0,91.0,0.3276100287846755
595,4.0,115.0,0.3270110577550607
359,2.0,119.0,0.32600733358182943
489,4.0,9.0,0.32595488745391754
210,1.0,90.0,0.3241954853418654
499,4.0,19.0,0.3236510085977129
159,1.0,39.0,0.32327799082111874
514,4.0,34.0,0.3230989675434337
162,1.0,42.0,0.3229456825592576
357,2.0,117.0,0.3227952713918163
347,2.0,107.0,0.32276073991062715
2,0.0,2.0,0.3225393583347608
60,0.0,60.0,0.32249563311044627
167,1.0,47.0,0.32212343722045156
350,2.0,110.0,0.32192246216481035
156,1.0,36.0,0.3203564658253324
97,0.0,97.0,0.3196694406881231
213,1.0,93.0,0.31905974079377
526,4.0,46.0,0.31697102720175585
122,1.0,2.0,0.3149923801453267
588,4.0,108.0,0.3142317368187819
152,1.0,32.0,0.31389082732197127
545,4.0,65.0,0.3136930268549831
542,4.0,62.0,0.3129538131111782
67,0.0,67.0,0.3123906702283168
151,1.0,31.0,0.31102471970902723
141,1.0,21.0,0.3110171605546461
541,4.0,61.0,0.31028080456008134
436,3.0,76.0,0.30986554429690494
145,1.0,25.0,0.3093183875602534
204,1.0,84.0,0.3086111051076683
157,1.0,37.0,0.30734281294406074
178,1.0,58.0,0.3066392633402313
547,4.0,67.0,0.3058853727293078
148,1.0,28.0,0.3057279564336083
61,0.0,61.0,0.3054149916697766
155,1.0,35.0,0.3052048932725244
242,2.0,2.0,0.3038472316413463
355,2.0,115.0,0.3036450746599304
591,4.0,111.0,0.30244386054401606
173,1.0,53.0,0.3017829740930551
147,1.0,27.0,0.30174806925217057
593,4.0,113.0,0.3014577477062811
129,1.0,9.0,0.30115937937788584
160,1.0,40.0,0.30102972745938916
76,0.0,76.0,0.29985235980450997
179,1.0,59.0,0.2996477206688808
553,4.0,73.0,0.2982556507145906
136,1.0,16.0,0.29768674725952793
158,1.0,38.0,0.29747604022514496
153,1.0,33.0,0.29693998831447965
587,4.0,107.0,0.29678498250474217
305,2.0,65.0,0.29621426152506825
293,2.0,53.0,0.2960931453080632
549,4.0,69.0,0.295007770523083
120,1.0,0.0,0.294967629629618
552,4.0,72.0,0.2941662109305633
198,1.0,78.0,0.2934307640315642
199,1.0,79.0,0.2928917456717839
546,4.0,66.0,0.2920514090997012
130,1.0,10.0,0.29197502713722523
306,2.0,66.0,0.2913427989083618
581,4.0,101.0,0.2904537216500538
189,1.0,69.0,0.28965205443108344
58,0.0,58.0,0.2894810203336502
149,1.0,29.0,0.2868309037188319
576,4.0,96.0,0.2847153091806378
185,1.0,65.0,0.28217912709068915
571,4.0,91.0,0.28180079336789676
358,2.0,118.0,0.28153954669000614
540,4.0,60.0,0.2801641309387578
163,1.0,43.0,0.2780705109704654
533,4.0,53.0,0.27692058775547246
455,3.0,95.0,0.2768583254734176
161,1.0,41.0,0.27535245054898083
144,1.0,24.0,0.27409347522599303
125,1.0,5.0,0.27358812003927013
458,3.0,98.0,0.27317609196544324
309,2.0,69.0,0.2727215594272555
187,1.0,67.0,0.27242028348211345
300,2.0,60.0,0.2715270913081149
301,2.0,61.0,0.2692415546169552
216,1.0,96.0,0.26889174166981455
191,1.0,71.0,0.2688517464331397
146,1.0,26.0,0.2670627263969019
186,1.0,66.0,0.2667987824846665
133,1.0,13.0,0.2656018899705783
181,1.0,61.0,0.26530595996555617
592,4.0,112.0,0.26426399090667296
307,2.0,67.0,0.2640906700305
353,2.0,113.0,0.26292135097963
154,1.0,34.0,0.2626211113256871
190,1.0,70.0,0.2618517454175665
554,4.0,74.0,0.26095510605964956
62,0.0,62.0,0.2608573582184375
362,3.0,2.0,0.25728164359942474
195,1.0,75.0,0.25597356640248403
94,0.0,94.0,0.2549816546521896
423,3.0,63.0,0.2526269670750806
194,1.0,74.0,0.2523569460222991
536,4.0,56.0,0.2500286243841996
298,2.0,58.0,0.24998977709367143
176,1.0,56.0,0.24744838274693082
180,1.0,60.0,0.24532823200613518
341,2.0,101.0,0.2417544238969458
193,1.0,73.0,0.2411008526772146
171,1.0,51.0,0.23927140823594617
530,4.0,50.0,0.2387210440882056
99,0.0,99.0,0.23830829022229438
482,4.0,2.0,0.23658103482881254
192,1.0,72.0,0.23560031904918133
299,2.0,59.0,0.2287779136830258
196,1.0,76.0,0.22830846342051037
579,4.0,99.0,0.2279899667804436
297,2.0,57.0,0.22648375781244612
557,4.0,77.0,0.22601932614660514
182,1.0,62.0,0.22424855777415487
211,1.0,91.0,0.2226761360449151
351,2.0,111.0,0.21916093935203496
291,2.0,51.0,0.21805722029957142
214,1.0,94.0,0.20311914090894356
296,2.0,56.0,0.2006357999264885
349,2.0,109.0,0.19764262979616887
219,1.0,99.0,0.1965785711938538
316,2.0,76.0,0.1945321745823495
197,1.0,77.0,0.1939256074057567
217,1.0,97.0,0.19309438608314722
63,0.0,63.0,0.19295338505990423
345,2.0,105.0,0.19216384120158403
577,4.0,97.0,0.1867548610582931
335,2.0,95.0,0.17943097792587825
215,1.0,95.0,0.17636182710081716
95,0.0,95.0,0.17391125332414858
290,2.0,50.0,0.1576989016599626
183,1.0,63.0,0.148696285687683
543,4.0,63.0,0.14189151467104255
589,4.0,109.0,0.13825410992946907
556,4.0,76.0,0.1272022114774668
531,4.0,51.0,0.11517323180441941
98,0.0,98.0,0.11456618983612477
218,1.0,98.0,0.11048317320420553
578,4.0,98.0,0.09389088500329457
